Date,nifty_open,nifty_high,nifty_low,nifty_close,nifty_volume,india_vix_close,nifty_return_5d,nifty_return_20d,vix_level_label,market_regime
2025-01-30,23169.5,23322.05078125,23139.19921875,23249.5,361900,17.389999389648438,0.001902595365646409,-0.03882607650524372,MID,BEAR
2025-01-31,23296.75,23546.80078125,23277.400390625,23508.400390625,304900,16.25,0.018023453198734662,-0.020677141373061536,MID,NEUTRAL
2025-02-01,23528.599609375,23632.44921875,23318.30078125,23482.150390625,281000,,0.02860378020323351,-0.005669889172634668,,NEUTRAL
2025-02-03,23319.349609375,23381.599609375,23222.0,23361.05078125,329700,14.350000381469727,0.017589248766729515,-0.014630127664622572,LOW,NEUTRAL
2025-02-04,23509.900390625,23762.75,23423.150390625,23739.25,376700,14.020000457763672,0.024873630919059364,0.0021233859208151795,LOW,NEUTRAL
2025-02-05,23801.75,23807.30078125,23680.44921875,23696.30078125,267000,14.079999923706055,0.019217651186046902,0.007217426359636958,LOW,NEUTRAL
2025-02-06,23761.94921875,23773.55078125,23556.25,23603.349609375,307000,14.180000305175781,0.0040389485108422996,0.007334127536649415,LOW,NEUTRAL
2025-02-07,23649.5,23694.5,23443.19921875,23559.94921875,368100,13.6899995803833,0.003313104925691146,0.020531969273112072,LOW,NEUTRAL
2025-02-10,23543.80078125,23568.599609375,23316.30078125,23381.599609375,234200,14.449999809265137,0.0008796191711331058,0.008869018715272015,LOW,NEUTRAL
2025-02-11,23383.55078125,23390.05078125,22986.650390625,23071.80078125,268000,14.869999885559082,-0.02811585112208681,-0.006091294705547923,LOW,NEUTRAL
2025-02-12,23050.80078125,23144.69921875,22798.349609375,23045.25,279700,14.899999618530273,-0.027474785505978705,-0.01143415662098446,LOW,NEUTRAL
2025-02-13,23055.75,23235.5,22992.19921875,23031.400390625,265700,14.960000038146973,-0.02423169711992179,-0.007404100895973542,LOW,NEUTRAL
2025-02-14,23096.44921875,23133.69921875,22774.849609375,22929.25,254500,15.020000457763672,-0.02676997360622757,-0.017798434337484847,MID,NEUTRAL
2025-02-17,22809.900390625,22974.19921875,22725.44921875,22959.5,207400,15.720000267028809,-0.0180526403850384,-0.002829593045700629,MID,NEUTRAL
2025-02-18,22963.650390625,22992.5,22801.5,22945.30078125,210600,15.670000076293945,-0.005482883681225403,-0.009071287269182826,MID,NEUTRAL
2025-02-19,22847.25,23049.94921875,22814.849609375,22932.900390625,207000,15.420000076293945,-0.004875174249574177,-0.011740793538397298,MID,NEUTRAL
2025-02-20,22821.099609375,22923.849609375,22812.75,22913.150390625,240800,14.680000305175781,-0.005134294832029984,-0.007753649898344039,LOW,NEUTRAL
2025-02-21,22857.19921875,22921.0,22720.30078125,22795.900390625,242800,14.529999732971191,-0.005815698698169336,-0.0014564711971783995,LOW,NEUTRAL
2025-02-24,22609.349609375,22668.05078125,22518.80078125,22553.349609375,214300,14.4399995803833,-0.01768986217578783,-0.01759358767382857,LOW,NEUTRAL
2025-02-25,22516.44921875,22625.30078125,22513.900390625,22547.55078125,250300,13.720000267028809,-0.01733470412055027,-0.026574544793472432,LOW,NEUTRAL
2025-02-27,22568.94921875,22613.30078125,22508.400390625,22545.05078125,289200,13.3100004196167,-0.01691236619741099,-0.03029954273210178,LOW,BEAR
2025-02-28,22433.400390625,22450.349609375,22104.849609375,22124.69921875,551300,13.90999984741211,-0.034410421894564,-0.058859860683111886,LOW,BEAR
2025-03-03,22194.55078125,22261.55078125,22004.69921875,22119.30078125,282400,13.760000228881836,-0.02968075828464567,-0.058037683376693794,LOW,BEAR
2025-03-04,21974.44921875,22105.05078125,21964.599609375,22082.650390625,253300,13.829999923706055,-0.020870479414478615,-0.054723582538978355,LOW,BEAR
2025-03-05,22073.05078125,22394.900390625,22067.80078125,22337.30078125,305900,13.670000076293945,-0.009324737841364117,-0.059056171477616215,LOW,BEAR
2025-03-06,22476.349609375,22556.44921875,22245.849609375,22544.69921875,372100,13.729999542236328,-1.559377725124378e-05,-0.04859836871294354,LOW,BEAR
2025-03-07,22508.650390625,22633.80078125,22464.75,22552.5,289800,13.470000267028809,0.01933589139541625,-0.04452120681030858,LOW,BEAR
2025-03-10,22521.849609375,22676.75,22429.05078125,22460.30078125,293900,13.989999771118164,0.015416400517011652,-0.04667448249951467,LOW,BEAR
2025-03-11,22345.94921875,22522.099609375,22314.69921875,22497.900390625,347900,14.069999694824219,0.018804355122892913,-0.037794643374000625,LOW,BEAR
2025-03-12,22536.349609375,22577.400390625,22329.55078125,22470.5,369700,13.6899995803833,0.00596308479947627,-0.026062152102954372,LOW,NEUTRAL
2025-03-13,22541.5,22558.05078125,22377.349609375,22397.19921875,287500,13.279999732971191,-0.0065425579010309765,-0.028120796313773955,LOW,NEUTRAL
2025-03-17,22353.150390625,22577.0,22353.150390625,22508.75,251100,13.420000076293945,-0.0019399179691830248,-0.022692948833356485,LOW,NEUTRAL
2025-03-18,22662.25,22857.80078125,22599.19921875,22834.30078125,272600,13.210000038146973,0.016651602471513538,-0.004140964870198549,LOW,NEUTRAL
2025-03-19,22874.94921875,22940.69921875,22807.94921875,22907.599609375,324000,13.300000190734863,0.01821055350217149,-0.002260519202290978,LOW,NEUTRAL
2025-03-20,23036.599609375,23216.69921875,22973.94921875,23190.650390625,313700,12.600000381469727,0.032048703438953385,0.010692804235344244,LOW,NEUTRAL
2025-03-21,23168.25,23402.69921875,23132.80078125,23350.400390625,541000,12.579999923706055,0.04255894509689506,0.018205285545594307,LOW,NEUTRAL
2025-03-24,23515.400390625,23708.75,23433.5,23658.349609375,311900,13.699999809265137,0.0510734540734159,0.03252277430409145,LOW,BULL
2025-03-25,23751.5,23869.599609375,23601.400390625,23668.650390625,338200,13.640000343322754,0.036539310634819744,0.03828539276996157,LOW,BULL
2025-03-26,23700.94921875,23736.5,23451.69921875,23486.849609375,278600,13.470000267028809,0.025286368274174853,0.041390747546074635,LOW,BULL
2025-03-27,23433.94921875,23646.44921875,23412.19921875,23591.94921875,510300,13.300000190734863,0.01730433693602773,0.04631981751066716,LOW,BULL
2025-03-28,23600.400390625,23649.19921875,23450.19921875,23519.349609375,295400,12.720000267028809,0.007235388512559782,0.043215641320945464,LOW,BULL
2025-04-01,23341.099609375,23565.150390625,23136.400390625,23165.69921875,314300,13.779999732971191,-0.0208235315970553,0.04705148710531559,LOW,BULL
2025-04-02,23192.599609375,23350.0,23158.44921875,23332.349609375,341000,13.720000267028809,-0.014208701201789076,0.054841192319843746,LOW,BULL
2025-04-03,23150.30078125,23306.5,23145.80078125,23250.099609375,283200,13.600000381469727,-0.010080108824194967,0.052867259957420254,LOW,BULL
2025-04-04,23190.400390625,23214.69921875,22857.44921875,22904.44921875,466800,13.760000228881836,-0.02914129704270474,0.025390195666616266,LOW,NEUTRAL
2025-04-07,21758.400390625,22254.0,21743.650390625,22161.599609375,647100,22.790000915527344,-0.05772906234867947,-0.016992890686090112,HIGH,NEUTRAL
2025-04-08,22446.75,22697.19921875,22270.849609375,22535.849609375,468300,20.440000534057617,-0.027188888339930162,-0.0007382946735394746,HIGH,NEUTRAL
2025-04-09,22460.30078125,22468.69921875,22353.25,22399.150390625,383800,21.43000030517578,-0.03999593844483784,-0.0027225989188910393,HIGH,NEUTRAL
2025-04-11,22695.400390625,22923.900390625,22695.400390625,22828.55078125,402200,20.110000610351562,-0.01813105471406329,0.014696944376319854,HIGH,NEUTRAL
2025-04-15,23368.349609375,23368.349609375,23207.0,23328.55078125,388300,16.1299991607666,0.01851612140722514,0.0381856559155338,MID,BULL
2025-04-16,23344.099609375,23452.19921875,23273.05078125,23437.19921875,348400,15.869999885559082,0.05755900439765127,0.04643437734524225,MID,BULL
2025-04-17,23401.849609375,23872.349609375,23298.55078125,23851.650390625,505300,15.470000267028809,0.05838700577335332,0.05966126020436491,MID,BULL
2025-04-21,23949.150390625,24189.55078125,23903.650390625,24125.55078125,406100,15.520000457763672,0.07707436936302603,0.05654869892316938,MID,BULL
2025-04-22,24185.400390625,24242.599609375,24072.0,24167.25,440900,15.229999542236328,0.05864144559932072,0.054988318815799575,MID,BULL
2025-04-23,24357.599609375,24359.30078125,24119.94921875,24328.94921875,415000,15.960000038146973,0.04288300833089287,0.04908438568782736,MID,BULL
2025-04-24,24277.900390625,24347.849609375,24216.150390625,24246.69921875,358800,16.25,0.03453910991857723,0.03838473058838243,MID,BULL
2025-04-25,24289.0,24365.44921875,23847.849609375,24039.349609375,387700,17.15999984741211,0.007869443651739028,0.016104250984989354,MID,NEUTRAL
2025-04-28,24070.25,24355.099609375,24054.05078125,24328.5,320500,16.940000534057617,0.008412210796353348,0.02787863264211987,MID,NEUTRAL
2025-04-29,24370.69921875,24457.650390625,24290.75,24335.94921875,357600,17.3700008392334,0.006980488833028264,0.036152128680386086,MID,BULL
2025-04-30,24342.05078125,24396.150390625,24198.75,24334.19921875,424500,18.219999313354492,0.0002157923037611198,0.031462003970832875,MID,BULL
2025-05-02,24311.900390625,24589.150390625,24238.5,24346.69921875,421100,18.260000228881836,0.00412427271431115,0.03517740171884731,MID,BULL
2025-05-05,24419.5,24526.400390625,24400.650390625,24461.150390625,291500,18.34000015258789,0.01754626427519912,0.055921090904369475,MID,BULL
2025-05-06,24500.75,24509.650390625,24331.80078125,24379.599609375,302400,19.0,0.0021004011498859665,0.04488403515003103,MID,BULL
2025-05-07,24233.30078125,24449.599609375,24220.0,24414.400390625,330100,19.059999465942383,0.003223674210108829,0.05007723841236911,MID,BULL
2025-05-08,24431.5,24447.25,24150.19921875,24273.80078125,411400,21.010000228881836,-0.002482039246784029,0.0597853958164174,HIGH,BULL
2025-05-09,23935.75,24164.25,23935.75,24008.0,335600,21.6299991607666,-0.01391150462355728,0.08331530318975355,HIGH,BULL
2025-05-12,24420.099609375,24944.80078125,24378.849609375,24924.69921875,368700,18.389999389648438,0.018950409965291737,0.10600219875363526,MID,BULL
2025-05-13,24864.05078125,24973.80078125,24547.5,24578.349609375,423000,18.200000762939453,0.008152307797687275,0.09728936949600042,MID,BULL
2025-05-14,24613.80078125,24767.55078125,24535.55078125,24666.900390625,345500,17.229999542236328,0.010342256863165034,0.0805285288142299,MID,BULL
2025-05-15,24694.44921875,25116.25,24494.44921875,25062.099609375,500800,16.889999389648438,0.03247529446372943,0.0743101808758011,MID,BULL
2025-05-16,25064.650390625,25070.0,24953.05078125,25019.80078125,432700,16.549999237060547,0.04214431777949024,0.06752519990673211,MID,BULL
2025-05-19,25005.349609375,25062.94921875,24916.650390625,24945.44921875,255300,17.360000610351562,0.0008325075387225489,0.04585841273922586,MID,BULL
2025-05-20,24996.19921875,25010.349609375,24669.69921875,24683.900390625,414800,17.389999389648438,0.004294461708272745,0.02314349688583861,MID,NEUTRAL
2025-05-21,24744.25,24946.19921875,24685.349609375,24813.44921875,332700,17.549999237060547,0.005941112413973881,0.026738632601971624,MID,NEUTRAL
2025-05-22,24733.94921875,24737.5,24462.400390625,24609.69921875,403300,17.260000228881836,-0.018051176783918432,0.01153975033922272,MID,NEUTRAL
2025-05-23,24639.5,24909.05078125,24614.05078125,24853.150390625,270500,17.280000686645508,-0.006660740110684182,0.025011700207260734,MID,NEUTRAL
2025-05-26,24919.349609375,25079.19921875,24900.5,25001.150390625,302800,18.020000457763672,0.0022329191744172583,0.04000943440145788,MID,BULL
2025-05-27,24956.650390625,25062.900390625,24704.099609375,24826.19921875,525700,18.540000915527344,0.005764843718906176,0.020457456018661224,MID,NEUTRAL
2025-05-28,24832.5,24864.25,24737.05078125,24752.44921875,684400,18.020000457763672,-0.002458344241553778,0.017114598500193257,MID,NEUTRAL
2025-05-29,24825.099609375,24892.599609375,24677.30078125,24833.599609375,345400,16.420000076293945,0.009098054739913763,0.020522573442244285,MID,NEUTRAL
