ipo_id,company_name,nse_symbol,exchange,segment,open_date,close_date,listing_date,issue_price,price_band_low,price_band_high,lot_size,issue_size_cr,fresh_issue_cr,ofs_cr,retail_quota_pct,qib_quota_pct,nii_quota_pct,subscription_qib_x,subscription_nii_x,subscription_retail_x,subscription_total_x,listing_open_price,listing_open_quality,listing_return_pct,source,source_url,scraped_at
291,Hyundai Motor India Ltd.,HYUNDAI,NSE,MAINBOARD,,,2024-10-22,1960.0,,,,27858.75,,,,,,3.4,0.57,0.44,1.93,1934.0,SECONDARY_VERIFIED,-1.33,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
292,Deepak Builders & Engineers India Ltd.,DBEIL,NSE,MAINBOARD,,,2024-10-28,203.0,,,,260.04,,,,,,6.03,81.74,38.95,28.91,200.0,SECONDARY_VERIFIED,-1.48,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
293,Waaree Energies Ltd.,WAAREEENER,NSE,MAINBOARD,,,2024-10-28,1503.0,,,,4321.44,,,,,,86.51,64.65,11.06,55.98,2500.0,SECONDARY_VERIFIED,66.33,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
294,Godavari Biorefineries Ltd.,GODAVARIB,NSE,MAINBOARD,,,2024-10-30,352.0,,,,554.75,,,,,,1.77,0.89,1.68,1.61,308.0,SECONDARY_VERIFIED,-12.5,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
295,Afcons Infrastructure Ltd.,AFCONS,NSE,MAINBOARD,,,2024-11-04,463.0,,,,5430.0,,,,,,2.19,5.23,0.94,2.2,426.0,SECONDARY_VERIFIED,-7.99,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
296,Sagility India Ltd.,SAGILITY,NSE,MAINBOARD,,,2024-11-12,30.0,,,,2106.4,,,,,,2.04,1.88,3.98,2.2,31.06,SECONDARY_VERIFIED,3.53,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
297,ACME Solar Holdings Ltd.,ACMESOLAR,NSE,MAINBOARD,,,2024-11-13,289.0,,,,2900.0,,,,,,2.12,0.95,3.12,2.04,251.0,SECONDARY_VERIFIED,-13.15,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
298,Swiggy Ltd.,SWIGGY,NSE,MAINBOARD,,,2024-11-13,390.0,,,,11327.43,,,,,,3.01,0.39,1.06,2.42,420.0,SECONDARY_VERIFIED,7.69,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
299,Niva Bupa Health Insurance Co.Ltd.,NIVABUPA,NSE,MAINBOARD,,,2024-11-14,74.0,,,,2200.0,,,,,,1.49,0.7,2.77,1.5,78.5,SECONDARY_VERIFIED,6.08,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
300,Zinka Logistics Solutions Ltd.,BLACKBUCK,NSE,MAINBOARD,,,2024-11-22,273.0,,,,1114.72,,,,,,1.53,0.23,1.6,1.34,279.05,SECONDARY_VERIFIED,2.22,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
301,NTPC Green Energy Ltd.,NTPCGREEN,NSE,MAINBOARD,,,2024-11-27,108.0,,,,10000.0,,,,,,2.01,0.84,3.6,1.91,111.5,SECONDARY_VERIFIED,3.24,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
302,Enviro Infra Engineers Ltd.,EIEL,NSE,MAINBOARD,,,2024-11-29,148.0,,,,650.3,,,,,,63.5,152.57,23.86,62.85,220.0,SECONDARY_VERIFIED,48.65,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
303,Suraksha Diagnostic Ltd.,SURAKSHA,NSE,MAINBOARD,,,2024-12-06,441.0,,,,846.25,,,,,,1.31,1.39,0.88,1.17,438.0,SECONDARY_VERIFIED,-0.68,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
304,Property Share Investment Trust-PropShare Platina,,NSE,MAINBOARD,,,2024-12-10,1050000.0,,,,352.9,,,,,,0.49,3.44,,1.22,1050000.0,SECONDARY_VERIFIED,0.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
305,One Mobikwik Systems Ltd.,MOBIKWIK,NSE,MAINBOARD,,,2024-12-18,279.0,,,,572.0,,,,,,50.81,114.38,143.52,69.61,440.0,SECONDARY_VERIFIED,57.71,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
306,Sai Life Sciences Ltd.,SAILIFE,NSE,MAINBOARD,,,2024-12-18,549.0,,,,3042.62,,,,,,12.54,4.99,1.36,7.5,650.0,SECONDARY_VERIFIED,18.4,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
307,Vishal Mega Mart Ltd.,VMM,NSE,MAINBOARD,,,2024-12-18,78.0,,,,8000.0,,,,,,34.65,14.96,2.44,20.42,104.0,SECONDARY_VERIFIED,33.33,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
308,Inventurus Knowledge Solutions Ltd.,IKS,NSE,MAINBOARD,,,2024-12-19,1329.0,,,,2497.92,,,,,,32.84,23.13,14.65,29.46,1900.0,SECONDARY_VERIFIED,42.96,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
309,International Gemmological Institute (India) Ltd.,IGIL,NSE,MAINBOARD,,,2024-12-20,417.0,,,,4225.0,,,,,,19.83,25.84,11.48,19.89,510.0,SECONDARY_VERIFIED,22.3,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
310,Concord Enviro Systems Ltd.,CEWATER,NSE,MAINBOARD,,,2024-12-27,701.0,,,,500.33,,,,,,7.39,14.4,5.68,7.84,826.0,SECONDARY_VERIFIED,17.83,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
311,DAM Capital Advisors Ltd.,DAMCAPITAL,NSE,MAINBOARD,,,2024-12-27,283.0,,,,840.25,,,,,,67.08,98.1,27.22,57.65,393.0,SECONDARY_VERIFIED,38.87,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
312,Mamata Machinery Ltd.,MAMATA,NSE,MAINBOARD,,,2024-12-27,243.0,,,,179.35,,,,,,94.92,272.75,139.29,136.48,600.0,SECONDARY_VERIFIED,146.91,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
313,Sanathan Textiles Ltd.,SANATHAN,NSE,MAINBOARD,,,2024-12-27,321.0,,,,550.0,,,,,,32.51,44.26,9.3,26.15,422.3,SECONDARY_VERIFIED,31.56,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
314,Transrail Lighting Ltd.,TRANSRAILL,NSE,MAINBOARD,,,2024-12-27,432.0,,,,838.91,,,,,,79.49,78.1,23.08,58.2,590.0,SECONDARY_VERIFIED,36.57,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
315,Carraro India Ltd.,CARRARO,NSE,MAINBOARD,,,2024-12-30,704.0,,,,1250.0,,,,,,1.56,0.59,0.72,1.12,651.0,SECONDARY_VERIFIED,-7.53,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
316,Senores Pharmaceuticals Ltd.,SENORES,NSE,MAINBOARD,,,2024-12-30,391.0,,,,582.11,,,,,,40.12,98.1,94.87,54.02,593.7,SECONDARY_VERIFIED,51.84,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
317,Ventive Hospitality Ltd.,VENTIVE,NSE,MAINBOARD,,,2024-12-30,643.0,,,,1600.0,,,,,,4.43,14.54,6.19,6.12,716.0,SECONDARY_VERIFIED,11.35,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
318,Unimech Aerospace & Manufacturing Ltd.,UNIMECH,NSE,MAINBOARD,,,2024-12-31,785.0,,,,500.0,,,,,,133.73,275.23,57.86,128.02,1460.0,SECONDARY_VERIFIED,85.99,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2024,2026-09-04T06:29:59.785782+00:00
