ipo_id,company_name,nse_symbol,exchange,segment,open_date,close_date,listing_date,issue_price,price_band_low,price_band_high,lot_size,issue_size_cr,fresh_issue_cr,ofs_cr,retail_quota_pct,qib_quota_pct,nii_quota_pct,subscription_qib_x,subscription_nii_x,subscription_retail_x,subscription_total_x,listing_open_price,listing_open_quality,listing_return_pct,source,source_url,scraped_at
84,Krishna Institute of Medical Sciences Ltd.,KIMS,NSE,MAINBOARD,,,2021-06-28,825.0,,,,2143.74,,,,,,2.74,1.81,2.13,2.52,1009.0,PRIMARY_VERIFIED,22.3,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
85,India Pesticides Ltd.,IPL,NSE,MAINBOARD,,,2021-07-05,296.0,,,,800.0,,,,,,18.11,52.96,9.66,20.38,350.0,PRIMARY_VERIFIED,18.24,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
86,Clean Science & Technology Ltd.,CLEAN,NSE,MAINBOARD,,,2021-07-19,900.0,,,,1546.62,,,,,,65.42,206.03,8.09,66.45,1755.0,PRIMARY_VERIFIED,95.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
87,G R Infraprojects Ltd.,GRINFRA,NSE,MAINBOARD,,,2021-07-19,837.0,,,,962.37,,,,,,68.18,236.95,11.11,72.11,1715.85,PRIMARY_VERIFIED,105.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
88,Zomato Ltd.,ETERNAL,NSE,MAINBOARD,,,2021-07-23,76.0,,,,9375.0,,,,,,22.53,34.44,6.34,22.58,115.0,SECONDARY_VERIFIED,51.32,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
89,Tatva Chintan Pharma Chem Ltd.,TATVA,NSE,MAINBOARD,,,2021-07-29,1083.0,,,,500.0,,,,,,76.15,503.11,31.37,124.52,2111.85,PRIMARY_VERIFIED,95.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
90,Glenmark Life Sciences Ltd.,ALIVUS,NSE,MAINBOARD,,,2021-08-06,720.0,,,,1513.6,,,,,,15.51,124.82,12.98,31.02,750.0,SECONDARY_VERIFIED,4.17,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
91,Rolex Rings Ltd.,ROLEXRINGS,NSE,MAINBOARD,,,2021-08-09,900.0,,,,731.0,,,,,,57.88,355.67,21.67,89.88,1250.0,PRIMARY_VERIFIED,38.89,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
92,Devyani International Ltd.,DEVYANI,NSE,MAINBOARD,,,2021-08-16,90.0,,,,1838.0,,,,,,38.63,212.03,34.0,64.01,140.9,PRIMARY_VERIFIED,56.56,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
93,Exxaro Tiles Ltd.,EXXARO,NSE,MAINBOARD,,,2021-08-16,120.0,,,,160.78,,,,,,7.81,4.56,32.2,16.12,126.0,PRIMARY_VERIFIED,5.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
94,Krsnaa Diagnostics Ltd.,KRSNAA,NSE,MAINBOARD,,,2021-08-16,954.0,,,,1213.33,,,,,,20.55,114.47,37.15,35.65,1005.55,PRIMARY_VERIFIED,5.4,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
95,Windlas Biotech Ltd.,WINDLAS,NSE,MAINBOARD,,,2021-08-16,460.0,,,,401.54,,,,,,10.23,14.76,20.59,14.54,437.0,PRIMARY_VERIFIED,-5.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
96,CarTrade Tech Ltd.,CARTRADE,NSE,MAINBOARD,,,2021-08-20,1618.0,,,,2998.51,,,,,,14.73,39.85,2.3,14.15,1599.8,PRIMARY_VERIFIED,-1.12,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
97,Nuvoco Vistas Corp.Ltd.,NUVOCO,NSE,MAINBOARD,,,2021-08-23,570.0,,,,5000.0,,,,,,2.34,0.6,0.53,1.45,485.0,PRIMARY_VERIFIED,-14.91,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
98,Aptus Value Housing Finance India Ltd.,APTUS,NSE,MAINBOARD,,,2021-08-24,353.0,,,,2780.05,,,,,,13.58,32.71,1.04,12.06,333.0,PRIMARY_VERIFIED,-5.67,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
99,Chemplast Sanmar Ltd.,CHEMPLASTS,NSE,MAINBOARD,,,2021-08-24,541.0,,,,3850.0,,,,,,1.72,1.02,1.64,1.61,550.0,PRIMARY_VERIFIED,1.66,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
100,Ami Organics Ltd.,ACUTAAS,NSE,MAINBOARD,,,2021-09-14,610.0,,,,569.64,,,,,,34.65,155.84,11.3,44.66,910.0,SECONDARY_VERIFIED,49.18,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
101,Vijaya Diagnostic Centre Ltd.,VIJAYA,NSE,MAINBOARD,,,2021-09-14,531.0,,,,1894.43,,,,,,5.84,0.88,0.7,3.29,540.0,PRIMARY_VERIFIED,1.69,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
102,Sansera Engineering Ltd.,SANSERA,NSE,MAINBOARD,,,2021-09-24,744.0,,,,1282.52,,,,,,11.19,11.16,2.34,8.03,811.5,PRIMARY_VERIFIED,9.07,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
103,Paras Defence & Space Technologies Ltd.,PARAS,NSE,MAINBOARD,,,2021-10-01,175.0,,,,170.78,,,,,,70.75,962.89,100.8,215.09,469.0,PRIMARY_VERIFIED,168.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
104,Aditya Birla Sun Life AMC Ltd.,ABSLAMC,NSE,MAINBOARD,,,2021-10-11,712.0,,,,2768.26,,,,,,4.74,2.71,2.36,3.58,715.0,PRIMARY_VERIFIED,0.42,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
105,FSN E-Commerce Ventures Ltd.,NYKAA,NSE,MAINBOARD,,,2021-11-10,1125.0,,,,5349.72,,,,,,37.54,110.16,10.28,45.47,2018.0,PRIMARY_VERIFIED,79.38,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
106,Fino Payments Bank Ltd.,FINOPB,NSE,MAINBOARD,,,2021-11-12,577.0,,,,1200.29,,,,,,1.26,0.15,3.78,1.34,544.35,PRIMARY_VERIFIED,-5.66,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
107,PB Fintech Ltd.,POLICYBZR,NSE,MAINBOARD,,,2021-11-15,980.0,,,,5709.71,,,,,,11.61,8.02,2.65,10.17,1150.0,PRIMARY_VERIFIED,17.35,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
108,S.J.S.Enterprises Ltd.,SJS,NSE,MAINBOARD,,,2021-11-15,542.0,,,,800.0,,,,,,1.28,1.82,0.77,1.18,542.0,PRIMARY_VERIFIED,0.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
109,Sigachi Industries Ltd.,SIGACHI,NSE,MAINBOARD,,,2021-11-15,163.0,,,,125.43,,,,,,32.54,163.23,68.94,64.89,570.0,PRIMARY_VERIFIED,249.69,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
110,One 97 Communications Ltd.,PAYTM,NSE,MAINBOARD,,,2021-11-18,2150.0,,,,18300.0,,,,,,1.76,0.23,1.27,1.48,1950.0,PRIMARY_VERIFIED,-9.3,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
111,Sapphire Foods India Ltd.,SAPPHIRE,NSE,MAINBOARD,,,2021-11-18,1180.0,,,,2073.25,,,,,,3.64,3.12,6.65,3.86,1350.0,PRIMARY_VERIFIED,14.41,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
112,Latent View Analytics Ltd.,LATENTVIEW,NSE,MAINBOARD,,,2021-11-23,197.0,,,,600.0,,,,,,60.57,875.55,106.09,185.32,512.2,PRIMARY_VERIFIED,160.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
113,Tarsons Products Ltd.,TARSONS,NSE,MAINBOARD,,,2021-11-26,662.0,,,,1023.54,,,,,,46.9,183.36,8.89,53.86,682.0,PRIMARY_VERIFIED,3.02,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
114,Go Fashion (India) Ltd.,GOCOLORS,NSE,MAINBOARD,,,2021-11-30,690.0,,,,1013.61,,,,,,40.74,259.01,42.26,73.63,1310.0,PRIMARY_VERIFIED,89.86,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
115,Star Health & Allied Insurance Co.Ltd.,STARHEALTH,NSE,MAINBOARD,,,2021-12-10,900.0,,,,6018.68,,,,,,1.01,0.67,0.59,0.95,845.0,PRIMARY_VERIFIED,-6.11,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
116,Tega Industries Ltd.,TEGA,NSE,MAINBOARD,,,2021-12-13,453.0,,,,619.23,,,,,,86.54,661.87,25.84,151.6,760.0,PRIMARY_VERIFIED,67.77,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
117,Anand Rathi Wealth Ltd.,ANANDRATHI,NSE,MAINBOARD,,,2021-12-14,550.0,,,,659.38,,,,,,1.63,24.4,5.62,6.33,600.0,PRIMARY_VERIFIED,9.09,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
118,Rategain Travel Technologies Ltd.,RATEGAIN,NSE,MAINBOARD,,,2021-12-17,425.0,,,,1335.74,,,,,,3.97,41.63,5.46,9.73,360.0,PRIMARY_VERIFIED,-15.29,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
119,Shriram Properties Ltd.,SHRIRAMPPS,NSE,MAINBOARD,,,2021-12-20,118.0,,,,600.04,,,,,,1.37,2.52,8.05,2.2,90.0,PRIMARY_VERIFIED,-23.73,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
120,C.E.Info systems Ltd.,MAPMYINDIA,NSE,MAINBOARD,,,2021-12-21,1033.0,,,,1039.61,,,,,,79.28,423.61,13.18,107.8,1565.0,PRIMARY_VERIFIED,51.5,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
121,Metro Brands Ltd.,METROBRAND,NSE,MAINBOARD,,,2021-12-22,500.0,,,,1367.51,,,,,,4.01,2.69,0.63,2.63,437.0,PRIMARY_VERIFIED,-12.6,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
122,Medplus Health Services Ltd.,MEDPLUS,NSE,MAINBOARD,,,2021-12-23,796.0,,,,1398.29,,,,,,46.21,86.27,4.17,37.36,1040.0,PRIMARY_VERIFIED,30.65,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
123,Data Patterns (India) Ltd.,DATAPATTNS,NSE,MAINBOARD,,,2021-12-24,585.0,,,,588.22,,,,,,74.99,254.89,20.21,82.8,856.05,PRIMARY_VERIFIED,46.33,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
124,HP Adhesives Ltd.,HPAL,NSE,MAINBOARD,,,2021-12-27,274.0,,,,125.96,,,,,,1.32,18.21,47.27,8.45,315.0,PRIMARY_VERIFIED,14.96,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
125,Supriya Lifescience Ltd.,SUPRIYA,NSE,MAINBOARD,,,2021-12-28,274.0,,,,700.0,,,,,,13.76,162.87,49.31,39.68,421.0,PRIMARY_VERIFIED,53.65,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
126,CMS Info Systems Ltd.,CMSINFO,NSE,MAINBOARD,,,2021-12-31,216.0,,,,1100.0,,,,,,1.44,0.86,1.26,1.29,220.2,PRIMARY_VERIFIED,1.94,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2021,2026-09-04T06:29:53.375157+00:00
127,AGS Transact Technologies Ltd.,AGSTRA,NSE,MAINBOARD,,,2022-01-31,175.0,,,,680.0,,,,,,1.76,24.6,1.88,5.23,175.0,PRIMARY_VERIFIED,0.0,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
128,Adani Wilmar Ltd.,AWL,NSE,MAINBOARD,,,2022-02-08,230.0,,,,3600.0,,,,,,2.96,59.83,3.39,13.44,227.0,PRIMARY_VERIFIED,-1.3,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
129,Vedant Fashions Ltd.,MANYAVAR,NSE,MAINBOARD,,,2022-02-16,866.0,,,,3149.19,,,,,,3.61,0.81,0.16,1.99,935.0,PRIMARY_VERIFIED,7.97,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
130,Uma Exports Ltd.,UMAEXPORTS,NSE,MAINBOARD,,,2022-04-07,68.0,,,,60.0,,,,,,2.95,1.39,5.81,4.47,76.0,PRIMARY_VERIFIED,11.76,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
131,Ruchi Soya Industries Ltd.,PATANJALI,NSE,MAINBOARD,,,2022-04-08,650.0,,,,4300.0,,,,,,1.36,12.04,0.67,2.72,855.0,SECONDARY_VERIFIED,31.54,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
132,Veranda Learning Solutions Ltd.,VERANDA,NSE,MAINBOARD,,,2022-04-11,137.0,,,,200.0,,,,,,1.78,3.81,4.4,2.35,125.0,PRIMARY_VERIFIED,-8.76,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
133,Hariom Pipe Industries Ltd.,HARIOMPIPE,NSE,MAINBOARD,,,2022-04-13,153.0,,,,130.05,,,,,,1.87,6.8,6.94,5.37,220.0,PRIMARY_VERIFIED,43.79,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
134,Campus Activewear Ltd.,CAMPUS,NSE,MAINBOARD,,,2022-05-09,292.0,,,,1399.77,,,,,,61.38,21.54,6.22,35.95,360.0,PRIMARY_VERIFIED,23.29,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
135,Rainbow Children's Medicare Ltd.,RAINBOW,NSE,MAINBOARD,,,2022-05-10,542.0,,,,1580.85,,,,,,16.13,3.81,0.78,8.82,510.0,PRIMARY_VERIFIED,-5.9,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
136,Life Insurance Corp.of India,LICI,NSE,MAINBOARD,,,2022-05-17,949.0,,,,20557.23,,,,,,1.73,2.43,1.61,2.05,872.0,PRIMARY_VERIFIED,-8.11,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
137,Prudent Corporate Advisory Services Ltd.,PRUDENT,NSE,MAINBOARD,,,2022-05-20,630.0,,,,428.28,,,,,,1.57,0.74,0.37,1.03,650.0,PRIMARY_VERIFIED,3.17,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
138,Delhivery Ltd.,DELHIVERY,NSE,MAINBOARD,,,2022-05-24,487.0,,,,5235.0,,,,,,1.73,0.04,0.27,1.33,495.2,PRIMARY_VERIFIED,1.68,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
139,Venus Pipes & Tubes Ltd.,VENUSPIPES,NSE,MAINBOARD,,,2022-05-24,326.0,,,,165.42,,,,,,5.36,14.76,13.33,9.56,337.5,PRIMARY_VERIFIED,3.53,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
140,Paradeep Phosphates Ltd.,PARADEEP,NSE,MAINBOARD,,,2022-05-27,42.0,,,,1501.73,,,,,,1.99,0.67,0.86,1.39,44.0,PRIMARY_VERIFIED,4.76,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
141,Ethos Ltd.,ETHOSLTD,NSE,MAINBOARD,,,2022-05-30,878.0,,,,402.26,,,,,,1.37,1.93,0.24,1.06,825.0,PRIMARY_VERIFIED,-6.04,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
142,eMudhra Ltd.,EMUDHRA,NSE,MAINBOARD,,,2022-06-01,256.0,,,,412.79,,,,,,2.17,0.7,1.45,1.7,270.0,PRIMARY_VERIFIED,5.47,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
143,Aether Industries Ltd.,AETHER,NSE,MAINBOARD,,,2022-06-03,642.0,,,,808.04,,,,,,8.34,2.48,0.59,4.72,704.0,PRIMARY_VERIFIED,9.66,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
144,Syrma SGS Technology Ltd.,SYRMA,NSE,MAINBOARD,,,2022-08-26,220.0,,,,840.13,,,,,,39.83,17.68,4.37,24.1,260.0,PRIMARY_VERIFIED,18.18,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
145,Dreamfolks Services Ltd.,DREAMFOLKS,NSE,MAINBOARD,,,2022-09-06,326.0,,,,562.1,,,,,,28.84,36.57,35.33,30.65,508.7,PRIMARY_VERIFIED,56.04,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
146,Tamilnad Mercantile Bank Ltd.,TMB,NSE,MAINBOARD,,,2022-09-15,510.0,,,,807.84,,,,,,1.26,2.89,6.0,1.98,495.0,PRIMARY_VERIFIED,-2.94,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
147,Harsha Engineers International Ltd.,HARSHA,NSE,MAINBOARD,,,2022-09-26,330.0,,,,755.0,,,,,,76.81,69.41,17.95,54.91,450.0,PRIMARY_VERIFIED,36.36,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
148,Electronics Mart India Ltd.,EMIL,NSE,MAINBOARD,,,2022-10-17,59.0,,,,500.0,,,,,,71.85,66.93,20.33,53.08,90.0,PRIMARY_VERIFIED,52.54,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
149,Tracxn Technologies Ltd.,TRACXN,NSE,MAINBOARD,,,2022-10-20,80.0,,,,309.38,,,,,,1.37,0.71,4.64,1.6,84.5,PRIMARY_VERIFIED,5.62,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
150,DCX Systems Ltd.,DCXINDIA,NSE,MAINBOARD,,,2022-11-11,207.0,,,,500.0,,,,,,37.02,46.05,63.7,41.04,287.0,PRIMARY_VERIFIED,38.65,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
151,Fusion Micro Finance Ltd.,FUSION,NSE,MAINBOARD,,,2022-11-15,368.0,,,,1103.99,,,,,,4.03,1.04,0.5,2.35,359.5,PRIMARY_VERIFIED,-2.31,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
152,Bikaji Foods International Ltd.,BIKAJI,NSE,MAINBOARD,,,2022-11-16,300.0,,,,880.86,,,,,,30.19,7.06,4.64,17.63,322.8,PRIMARY_VERIFIED,7.6,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
153,Global Health Ltd.,MEDANTA,NSE,MAINBOARD,,,2022-11-16,336.0,,,,2205.57,,,,,,12.42,3.95,0.87,7.11,401.0,PRIMARY_VERIFIED,19.35,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
154,Archean Chemical Industries Ltd.,ACI,NSE,MAINBOARD,,,2022-11-21,407.0,,,,1462.3,,,,,,20.35,13.77,10.06,18.34,450.0,PRIMARY_VERIFIED,10.57,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
155,Five-Star Business Finance Ltd.,FIVESTAR,NSE,MAINBOARD,,,2022-11-21,474.0,,,,1588.51,,,,,,1.68,0.82,0.14,1.01,468.8,PRIMARY_VERIFIED,-1.1,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
156,Kaynes Technology India Ltd.,KAYNES,NSE,MAINBOARD,,,2022-11-22,587.0,,,,857.82,,,,,,40.45,20.67,4.21,24.76,778.0,PRIMARY_VERIFIED,32.54,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
157,Inox Green Energy Services Ltd.,INOXGREEN,NSE,MAINBOARD,,,2022-11-23,65.0,,,,740.0,,,,,,1.1,0.49,4.91,1.39,60.0,PRIMARY_VERIFIED,-7.69,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
158,Keystone Realtors Ltd.,RUSTOMJEE,NSE,MAINBOARD,,,2022-11-24,541.0,,,,635.0,,,,,,2.36,2.82,0.53,1.79,555.0,PRIMARY_VERIFIED,2.59,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
159,Dharmaj Crop Guard Ltd.,DHARMAJ,NSE,MAINBOARD,,,2022-12-08,237.0,,,,251.09,,,,,,19.61,60.64,22.62,26.69,266.05,PRIMARY_VERIFIED,12.26,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
160,Uniparts India Ltd.,UNIPARTS,NSE,MAINBOARD,,,2022-12-12,577.0,,,,835.61,,,,,,26.93,19.55,4.63,17.98,575.0,PRIMARY_VERIFIED,-0.35,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
161,Sula Vineyards Ltd.,SULA,NSE,MAINBOARD,,,2022-12-22,357.0,,,,960.35,,,,,,2.33,1.45,1.58,1.93,361.0,PRIMARY_VERIFIED,1.12,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
162,Abans Holdings Ltd.,AFSL,NSE,MAINBOARD,,,2022-12-23,270.0,,,,345.6,,,,,,4.09,1.47,0.39,1.08,273.0,SECONDARY_VERIFIED,1.11,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
163,Landmark Cars Ltd.,LANDMARK,NSE,MAINBOARD,,,2022-12-23,506.0,,,,552.0,,,,,,4.34,1.34,0.59,2.58,471.0,PRIMARY_VERIFIED,-6.92,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
164,KFin Technologies Ltd.,KFINTECH,NSE,MAINBOARD,,,2022-12-29,366.0,,,,1500.0,,,,,,2.41,0.12,1.38,1.96,367.0,PRIMARY_VERIFIED,0.27,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
165,Elin Electronics Ltd.,ELIN,NSE,MAINBOARD,,,2022-12-30,247.0,,,,475.0,,,,,,2.53,3.35,2.26,2.56,244.0,PRIMARY_VERIFIED,-1.21,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2022,2026-09-04T06:29:55.488574+00:00
166,Radiant Cash Management Services Ltd.,RADIANTCMS,NSE,MAINBOARD,,,2023-01-04,94.0,,,,256.64,,,,,,1.68,1.07,0.3,1.1,103.0,PRIMARY_VERIFIED,9.57,CHITTORGARH,https://www.chittorgarh.com/ipo/ipo_perf_tracker.asp?year=2023,2026-09-04T06:29:57.602562+00:00
